cell_line,reported_sex,"XIST_expression (log thresholds = 6,8)",XIST_expression_category,"DDX3Y_expression (log thresholds = 6,7)",DDX3Y_expression_category,"EIF1AY_expression (log thresholds = 5,6)",EIF1AY_expression_category,"KDM5D_expression (log thresholds = 5,6)",KDM5D_expression_category,"NLGN4Y_expression (log thresholds = 4,5)",NLGN4Y_expression_category,"RPS4Y1_expression (log thresholds = 6,8)",RPS4Y1_expression_category,"TMSB4Y_expression (log thresholds = 2.5,3)",TMSB4Y_expression_category,"USP9Y_expression (log thresholds = 4,5)",USP9Y_expression_category,"UTY_expression (log thresholds = 4,5)",UTY_expression_category,"ZFY_expression (log thresholds = 4,5)",ZFY_expression_category
T24_URINARY_TRACT,female,66340,high_expression,25,female_range,2,female_range,4,female_range,0,female_range,40,female_range,0,female_range,8,female_range,5,female_range,3,female_range
T3M10_LUNG,male,136,male_range,3441,high_expression,2686,high_expression,1675,high_expression,654,high_expression,42549,high_expression,19,intermediate_expression,4246,high_expression,1861,high_expression,1189,high_expression
T3M4_PANCREAS,male,44,male_range,10,female_range,2,female_range,6,female_range,2,female_range,27,female_range,0,female_range,2,female_range,6,female_range,0,female_range
T47D_BREAST,female,27,male_range,14,female_range,0,female_range,0,female_range,2,female_range,16,female_range,3,female_range,4,female_range,0,female_range,2,female_range
T84_LARGE_INTESTINE,male,50,male_range,23,female_range,8,female_range,8,female_range,0,female_range,36,female_range,0,female_range,20,female_range,5,female_range,7,female_range
T98G_CENTRAL_NERVOUS_SYSTEM,male,52,male_range,1812,high_expression,3038,high_expression,6469,high_expression,689,high_expression,31873,high_expression,28,high_expression,6311,high_expression,1992,high_expression,3012,high_expression
TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,105,male_range,13553,high_expression,5840,high_expression,11085,high_expression,19,female_range,21178,high_expression,322,high_expression,9791,high_expression,3938,high_expression,2819,high_expression
TC71_BONE,male,77,male_range,14133,high_expression,4683,high_expression,2301,high_expression,100,intermediate_expression,41113,high_expression,70,high_expression,2428,high_expression,1518,high_expression,1341,high_expression
TCCPAN2_PANCREAS,female,101,male_range,58,female_range,17,female_range,13,female_range,2,female_range,115,female_range,3,female_range,13,female_range,2,female_range,11,female_range
TCCSUP_URINARY_TRACT,female,236,male_range,10,female_range,0,female_range,11,female_range,0,female_range,35,female_range,0,female_range,5,female_range,2,female_range,3,female_range
TE10_OESOPHAGUS,NA,175,male_range,95,female_range,40,female_range,46,female_range,5,female_range,256,female_range,6,female_range,40,female_range,15,female_range,12,female_range
TE11_OESOPHAGUS,NA,84,male_range,15,female_range,4,female_range,9,female_range,1,female_range,26,female_range,2,female_range,5,female_range,2,female_range,8,female_range
TE125T_FIBROBLAST,female,24232,high_expression,58,female_range,15,female_range,28,female_range,6,female_range,136,female_range,5,female_range,18,female_range,7,female_range,9,female_range
TE14_OESOPHAGUS,NA,137,male_range,61,female_range,13,female_range,18,female_range,0,female_range,144,female_range,0,female_range,14,female_range,7,female_range,12,female_range
TE159T_FIBROBLAST,male,38,male_range,20201,high_expression,4713,high_expression,6566,high_expression,6424,high_expression,30118,high_expression,63,high_expression,10023,high_expression,2066,high_expression,4222,high_expression
TE15_OESOPHAGUS,female,130,male_range,26,female_range,0,female_range,13,female_range,0,female_range,62,female_range,6,female_range,4,female_range,7,female_range,3,female_range
TE1_OESOPHAGUS,male,43,male_range,18,female_range,4,female_range,8,female_range,1,female_range,60,female_range,0,female_range,8,female_range,2,female_range,2,female_range
TE441T_SOFT_TISSUE,female,51955,high_expression,53,female_range,11,female_range,13,female_range,4,female_range,133,female_range,2,female_range,15,female_range,14,female_range,5,female_range
TE4_OESOPHAGUS,NA,136,male_range,69,female_range,10,female_range,16,female_range,2,female_range,72373,high_expression,0,female_range,28,female_range,4,female_range,4148,high_expression
TE5_OESOPHAGUS,female,24,male_range,30,female_range,14,female_range,18,female_range,2,female_range,41,female_range,0,female_range,6,female_range,7,female_range,3,female_range
TE617T_SOFT_TISSUE,female,48990,high_expression,33,female_range,5,female_range,5,female_range,2,female_range,86,female_range,2,female_range,25,female_range,1,female_range,8,female_range
TE6_OESOPHAGUS,NA,360,male_range,50,female_range,25,female_range,22,female_range,3,female_range,109,female_range,6,female_range,22,female_range,7,female_range,8,female_range
TE8_OESOPHAGUS,NA,151,male_range,91,female_range,30,female_range,27,female_range,6,female_range,200,female_range,7,female_range,27,female_range,8,female_range,18,female_range
TE9_OESOPHAGUS,male,84,male_range,30,female_range,8,female_range,13,female_range,0,female_range,75,female_range,0,female_range,17,female_range,4,female_range,0,female_range
TEN_ENDOMETRIUM,female,36,male_range,15,female_range,4,female_range,6,female_range,0,female_range,27,female_range,0,female_range,8,female_range,3,female_range,2,female_range
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,120,male_range,85504,high_expression,16509,high_expression,20613,high_expression,2,female_range,121785,high_expression,535,high_expression,5835,high_expression,8567,high_expression,10111,high_expression
TGBC11TKB_STOMACH,female,152,male_range,122,female_range,60,female_range,28,female_range,3,female_range,204,female_range,2,female_range,32,female_range,9,female_range,21,female_range
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,52,male_range,21742,high_expression,4457,high_expression,17183,high_expression,1392,high_expression,64334,high_expression,142,high_expression,178,high_expression,3209,high_expression,2498,high_expression
TIG3TD_FIBROBLAST,NA,15,male_range,10506,high_expression,3900,high_expression,4963,high_expression,1841,high_expression,40263,high_expression,12,female_range,6833,high_expression,1653,high_expression,2267,high_expression
TM31_CENTRAL_NERVOUS_SYSTEM,NA,50,male_range,35,female_range,8,female_range,13,female_range,0,female_range,52,female_range,0,female_range,15,female_range,7,female_range,4,female_range
TM87_SOFT_TISSUE,NA,21,male_range,21073,high_expression,2192,high_expression,14687,high_expression,2105,high_expression,38522,high_expression,230,high_expression,7849,high_expression,2796,high_expression,2253,high_expression
TO175T_FIBROBLAST,male,120,male_range,16907,high_expression,2208,high_expression,4446,high_expression,795,high_expression,18834,high_expression,23,high_expression,6478,high_expression,1403,high_expression,3123,high_expression
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,92,male_range,35,female_range,13,female_range,10,female_range,2,female_range,88,female_range,2,female_range,13,female_range,3,female_range,21,female_range
TOV112D_OVARY,female,69,male_range,24,female_range,8,female_range,9,female_range,3,female_range,44,female_range,1,female_range,2,female_range,4,female_range,4,female_range
TOV21G_OVARY,female,117,male_range,24,female_range,6,female_range,13,female_range,3,female_range,40,female_range,0,female_range,7,female_range,0,female_range,2,female_range
TT2609C02_THYROID,male,148,male_range,8170,high_expression,3615,high_expression,2022,high_expression,816,high_expression,30222,high_expression,144,high_expression,4160,high_expression,1464,high_expression,2125,high_expression
TTC1240_SOFT_TISSUE,NA,39997,high_expression,14,female_range,5,female_range,7,female_range,0,female_range,16,female_range,0,female_range,11,female_range,5,female_range,4,female_range
TTC549_SOFT_TISSUE,NA,41908,high_expression,4,female_range,2,female_range,3,female_range,0,female_range,14,female_range,0,female_range,3,female_range,0,female_range,0,female_range
TTC642_SOFT_TISSUE,NA,8,male_range,10295,high_expression,3778,high_expression,9297,high_expression,0,female_range,37454,high_expression,194,high_expression,4891,high_expression,2439,high_expression,2328,high_expression
TTC709_SOFT_TISSUE,NA,29,male_range,32075,high_expression,5714,high_expression,8150,high_expression,1825,high_expression,58897,high_expression,311,high_expression,6552,high_expression,2429,high_expression,3273,high_expression
TT_OESOPHAGUS,NA,36,male_range,6,female_range,0,female_range,6,female_range,0,female_range,26859,high_expression,0,female_range,2,female_range,3,female_range,3362,high_expression
TT_THYROID,female,2646,intermediate_expression,37,female_range,17,female_range,30,female_range,7,female_range,99,female_range,2,female_range,28,female_range,8,female_range,9,female_range
TUHR10TKB_KIDNEY,NA,63,male_range,18203,high_expression,4205,high_expression,3028,high_expression,1753,high_expression,38964,high_expression,215,high_expression,3347,high_expression,1980,high_expression,1648,high_expression
TUHR14TKB_KIDNEY,NA,105,male_range,9590,high_expression,2599,high_expression,3690,high_expression,2551,high_expression,27262,high_expression,63,high_expression,8900,high_expression,2224,high_expression,1273,high_expression
TUHR4TKB_KIDNEY,NA,77,male_range,44,female_range,14,female_range,23,female_range,6,female_range,89,female_range,3,female_range,12,female_range,9,female_range,6,female_range
TYKNU_OVARY,female,89,male_range,14,female_range,4,female_range,1,female_range,0,female_range,43,female_range,0,female_range,4,female_range,2,female_range,2,female_range
U118MG_CENTRAL_NERVOUS_SYSTEM,NA,62,male_range,16937,high_expression,3296,high_expression,6962,high_expression,1172,high_expression,21094,high_expression,62,high_expression,6117,high_expression,1748,high_expression,3164,high_expression
U178_CENTRAL_NERVOUS_SYSTEM,male,25,male_range,15368,high_expression,3839,high_expression,10074,high_expression,3271,high_expression,31680,high_expression,177,high_expression,8411,high_expression,1963,high_expression,2659,high_expression
U251MG_CENTRAL_NERVOUS_SYSTEM,male,25,male_range,9484,high_expression,3093,high_expression,3719,high_expression,1195,high_expression,19959,high_expression,143,high_expression,4173,high_expression,1828,high_expression,1041,high_expression
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,15123,high_expression,12121,high_expression,5661,high_expression,5520,high_expression,75,intermediate_expression,16942,high_expression,445,high_expression,3669,high_expression,773,high_expression,1950,high_expression
U2OS_BONE,female,51,male_range,13,female_range,0,female_range,9,female_range,1,female_range,28,female_range,1,female_range,5,female_range,2,female_range,8,female_range
U343_CENTRAL_NERVOUS_SYSTEM,NA,7,male_range,30023,high_expression,6291,high_expression,9352,high_expression,6275,high_expression,67641,high_expression,80,high_expression,13461,high_expression,4304,high_expression,4288,high_expression
U87MG_CENTRAL_NERVOUS_SYSTEM,female,65,male_range,457,intermediate_expression,148,female_range,182,intermediate_expression,106,intermediate_expression,42,female_range,6,female_range,99,intermediate_expression,69,intermediate_expression,99,intermediate_expression
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,24,male_range,18,female_range,9,female_range,7,female_range,2,female_range,27,female_range,0,female_range,0,female_range,0,female_range,0,female_range
UACC257_SKIN,NA,45,male_range,15,female_range,0,female_range,1,female_range,0,female_range,25,female_range,2,female_range,0,female_range,0,female_range,6,female_range
UACC62_SKIN,NA,39727,high_expression,45,female_range,19,female_range,12,female_range,4,female_range,89,female_range,1,female_range,7,female_range,13,female_range,2,female_range
UACC812_BREAST,female,28373,high_expression,85,female_range,21,female_range,24,female_range,2,female_range,145,female_range,4,female_range,27,female_range,7,female_range,11,female_range
UACC893_BREAST,female,53105,high_expression,22,female_range,2,female_range,15,female_range,0,female_range,60,female_range,0,female_range,11,female_range,5,female_range,4,female_range
UBLC1_URINARY_TRACT,female,113,male_range,81,female_range,7,female_range,16,female_range,3,female_range,132,female_range,3,female_range,26,female_range,15,female_range,6,female_range
UMUC1_URINARY_TRACT,male,104,male_range,38,female_range,17,female_range,19,female_range,7,female_range,169,female_range,4,female_range,22,female_range,11,female_range,9,female_range
UMUC3_URINARY_TRACT,male,76,male_range,33,female_range,9,female_range,17,female_range,4,female_range,93,female_range,4,female_range,23,female_range,3,female_range,4,female_range
UO31_KIDNEY,male,46,male_range,37,female_range,9,female_range,17,female_range,2,female_range,76,female_range,0,female_range,11,female_range,2,female_range,4,female_range
UOK101_KIDNEY,female,24,male_range,15,female_range,1,female_range,3,female_range,4,female_range,22,female_range,0,female_range,8,female_range,0,female_range,0,female_range
VCAP_PROSTATE,male,38,male_range,18584,high_expression,6891,high_expression,15561,high_expression,604,high_expression,78658,high_expression,1468,high_expression,21370,high_expression,5577,high_expression,8559,high_expression
VMCUB1_URINARY_TRACT,male,105,male_range,43,female_range,12,female_range,10,female_range,8,female_range,107,female_range,3,female_range,20,female_range,11,female_range,15,female_range
VMRCRCW_KIDNEY,male,97,male_range,7563,high_expression,1942,high_expression,1337,high_expression,612,high_expression,43783,high_expression,8,female_range,6299,high_expression,1772,high_expression,1851,high_expression
VMRCRCZ_KIDNEY,NA,57360,high_expression,63,female_range,9,female_range,29,female_range,4,female_range,151,female_range,2,female_range,18,female_range,1,female_range,10,female_range
WM115_SKIN,female,64,male_range,30,female_range,6,female_range,6,female_range,13,female_range,65,female_range,0,female_range,7,female_range,7,female_range,5,female_range
